1325,1817,2021-12-14
4486,2677,2021-07-11
3290,636,2022-05-08
571,4257,2021-05-27
1517,1730,2022-05-28
231,815,2021-05-10
4476,4417,2021-11-29
1671,4202,2022-05-02
1874,498,2021-05-10
4843,4290,2022-03-09
3022,501,2022-01-29
2627,3777,2021-10-16
3927,3532,2022-03-06
910,3051,2021-09-10
4749,3790,2022-04-01
1513,3917,2022-03-04
3392,4536,2022-01-09
2801,1685,2022-05-05
1663,581,2021-08-09
1740,2288,2021-08-10
347,1318,2022-04-02
2501,3394,2022-04-20
3545,4288,2022-02-14
918,3131,2021-12-05
1166,4976,2021-10-05
3271,2220,2022-06-14
4906,3043,2022-01-25
3787,4258,2022-03-11
863,2839,2021-11-15
2984,2041,2021-07-24
4946,3520,2022-07-30
320,1877,2021-12-19
4557,3383,2021-09-04
427,1107,2021-07-04
2467,4165,2021-12-07
4257,4848,2021-02-14
2794,193,2021-07-24
1966,1818,2021-07-27
2331,3327,2022-06-28
1325,4412,2022-02-05
2726,4529,2021-11-19
1474,2034,2021-02-11
4850,3586,2022-06-22
4916,2060,2022-06-19
922,4792,2021-09-16
2244,4495,2021-08-08
3277,4023,2021-03-10
2159,2419,2022-02-25
3579,4541,2021-10-27
2760,2526,2021-02-10
858,2259,2021-12-17
3984,4178,2021-09-23
1603,1805,2022-07-31
4401,2795,2022-03-09
2383,2957,2021-12-22
3747,4329,2022-06-24
409,2412,2021-07-28
2102,2363,2021-11-20
4542,2992,2021-10-26
456,115,2022-05-09
3472,429,2021-03-25
2958,230,2022-03-01
2056,2639,2022-04-24
1345,1227,2021-06-05
949,1665,2021-03-26
1698,4890,2021-07-28
4265,2062,2021-11-16
3583,2054,2021-01-09
592,2294,2021-11-02
1776,2308,2022-03-29
2300,3125,2022-08-08
660,339,2021-02-04
3679,746,2021-07-12
2260,2981,2022-02-05
4033,506,2021-08-17
1303,1863,2021-01-19
3390,2865,2021-02-18
2971,173,2021-02-02
4336,688,2021-06-06
2284,1808,2021-07-22
3404,1796,2021-07-30
4233,1730,2021-06-03
449,3685,2021-03-14
2484,1319,2021-12-27
1730,1296,2022-05-19
2764,3150,2022-01-26
1510,2825,2021-05-25
2944,2765,2021-03-07
3206,1619,2021-04-09
51,3458,2021-07-21
1875,3207,2022-03-05
3401,877,2021-04-03
544,442,2021-09-26
4884,1968,2021-08-29
4862,1612,2021-07-05
188,3726,2021-03-26
2792,1712,2021-09-08
643,2093,2021-04-23
1321,2788,2022-03-08
1213,1533,2021-12-12
2709,24,2022-06-25
4638,4993,2021-08-01
1412,3962,2021-09-01
744,2652,2021-05-23
4685,3608,2021-02-12
713,4119,2021-03-19
3624,172,2021-08-27
321,3661,2021-02-09
4458,1554,2021-02-28
1442,2262,2022-04-16
785,1059,2021-02-20
3789,3843,2021-04-13
4267,1709,2021-12-29
2682,1332,2022-06-05
1728,4583,2022-03-23
1112,2099,2021-03-17
2051,562,2022-02-23
4492,2688,2021-04-07
1233,4203,2021-12-19
2174,1243,2022-05-23
427,3597,2021-01-02
4455,3893,2021-07-17
1975,412,2022-05-24
1560,3441,2022-08-01
4725,798,2021-05-11
1216,3144,2022-05-27
3604,1710,2021-06-17
2678,2924,2021-12-11
4973,2223,2022-08-27
3514,3980,2022-01-23
1289,3310,2021-12-31
4147,3822,2021-11-17
4955,3540,2022-01-29
3284,446,2021-01-30
1318,2702,2021-07-02
4272,4847,2021-05-01
440,1504,2021-07-29
4479,2497,2022-07-27
278,4616,2021-12-15
4013,2733,2021-02-12
4559,256,2022-07-23
2628,3107,2021-04-02
3532,1668,2022-05-07
3895,4273,2022-01-05
3763,44,2022-01-24
2590,2621,2022-08-09
3511,4164,2021-10-07
1024,3804,2022-02-04
588,4646,2022-03-02
1985,3696,2021-06-19
2702,108,2022-01-31
3477,2574,2021-01-13
4612,3768,2021-01-31
3307,1802,2021-09-12
4518,1314,2021-09-12
1966,1973,2021-09-21
4115,4290,2021-03-30
1623,3959,2022-01-21
1314,3445,2021-01-02
662,3395,2022-06-07
4685,1591,2021-09-06
537,66,2022-05-01
680,1400,2022-02-05
3379,3351,2021-01-17
3417,394,2021-07-10
4146,4122,2021-04-26
378,3461,2021-03-26
1051,3088,2021-02-11
2396,2298,2021-10-06
1282,3988,2021-08-02
2607,2116,2021-05-22
1521,2143,2022-03-09
1894,4390,2021-01-05
298,1903,2021-03-22
781,3696,2022-04-04
2365,3090,2022-01-26
1902,1015,2022-07-24
3422,4491,2022-04-30
2906,3467,2022-01-01
2865,1735,2021-08-27
447,2887,2021-06-20
282,4504,2022-07-05
2076,1823,2021-12-24
1479,2713,2022-02-11
1835,609,2021-09-05
80,4490,2021-10-31
1551,4030,2021-11-19
642,1082,2021-11-23
2777,4949,2022-07-11
2163,3924,2021-05-10
343,2776,2022-07-17
4021,2051,2021-01-08
112,1623,2022-02-25
1498,4691,2021-04-13
4700,3860,2021-10-06
838,2385,2022-06-08
2687,4985,2021-10-01
322,2535,2021-01-14
3666,3245,2022-05-16
853,776,2021-09-20
1572,1631,2022-07-18
3215,687,2022-04-04
693,1046,2021-01-20
2978,780,2022-01-08
80,836,2022-01-26
2065,1697,2022-01-24
2498,2124,2021-08-16
893,1138,2022-01-04
2452,1396,2022-04-07
841,3622,2021-11-06
1900,4593,2022-05-12
1361,3036,2021-05-13
612,3993,2022-01-04
906,2258,2022-01-30
4203,4519,2021-06-12
4014,2899,2022-04-05
2115,3089,2022-03-18
1405,4450,2021-01-21
2901,3588,2021-11-16
1730,1894,2021-01-20
4020,468,2022-04-14
2466,3995,2021-09-09
2338,3212,2022-06-12
2302,3315,2021-02-21
2628,2143,2022-08-30
1677,4879,2022-05-17
1789,3393,2022-04-02
3855,2008,2021-02-27
3110,1529,2021-03-03
3217,860,2022-02-17
3611,1809,2022-07-11
2898,3195,2021-12-17
2134,1614,2021-01-07
3943,836,2022-03-26
1064,3310,2022-06-22
4256,4476,2022-08-22
3936,1401,2021-11-19
2880,732,2021-07-27
1082,4316,2022-08-24
4604,3075,2021-08-09
1593,1840,2021-01-19
4893,4853,2021-04-16
1098,1487,2021-07-21
1375,1081,2021-08-19
4959,1039,2022-06-17
1479,285,2021-09-14
1068,1759,2021-11-05
2233,1208,2021-12-07
3955,739,2021-03-01
2152,3947,2021-04-14
3766,1681,2021-07-16
850,3126,2021-05-16
3893,958,2022-06-30
1522,111,2021-09-27
1106,2200,2022-08-16
1835,4481,2021-04-09
3646,4602,2021-11-12
4244,389,2021-11-09
2972,4164,2021-09-09
934,333,2021-02-09
1612,2991,2021-11-13
2435,2585,2021-05-11
2045,587,2021-02-25
896,2944,2022-08-06
990,1859,2022-07-05
4171,3972,2022-07-19
3317,4121,2021-10-13
1482,3494,2022-02-02
3215,583,2021-03-17
3682,1082,2022-03-12
3244,437,2021-03-24
4495,697,2022-02-01
2114,168,2021-11-14
806,2361,2021-03-08
1361,2701,2021-06-15
4983,795,2021-10-10
3338,3701,2021-01-07
2943,196,2022-01-05
2402,4847,2022-08-18
3807,4713,2022-03-06
138,2140,2021-02-03
4309,4045,2022-01-15
3378,1977,2022-06-22
1194,4878,2021-07-27
3875,3114,2021-04-13
1633,421,2021-11-28
1804,4089,2021-10-19
4290,4465,2021-12-09
1658,1541,2022-01-22
670,3755,2021-12-07
440,56,2021-05-22
570,3359,2021-01-09
2831,2886,2022-06-25
2357,1234,2022-02-22
767,753,2022-02-08
4191,36,2021-09-21
151,2231,2022-02-21
4147,2788,2021-02-19
1213,23,2021-06-23
2649,2126,2021-03-26
3990,3733,2022-01-23
2105,3077,2021-03-29
3845,2769,2022-02-05
1470,3728,2021-10-25
1258,1883,2022-03-21
4975,4572,2021-11-24
4624,4531,2021-02-22
1373,3039,2022-07-31
225,3477,2022-02-14
1558,1127,2022-04-28
2673,3804,2021-01-15
2899,4240,2021-02-27
3589,3097,2021-03-28
1657,1445,2022-06-18
1344,534,2022-07-11
3597,1793,2021-05-01
1620,2709,2022-06-29
939,1383,2022-04-12
4646,4942,2021-01-02
2092,1224,2021-07-03
3602,989,2021-10-23
2294,1743,2022-08-15
72,4644,2021-12-04
2671,990,2022-05-25
2400,1630,2022-01-11
3343,2061,2022-08-16
3213,2614,2022-01-15
2259,1539,2022-06-26
3379,4736,2021-09-26
3843,2756,2021-10-20
2735,3487,2022-07-27
4471,1701,2021-02-01
1576,2023,2021-09-06
2026,1621,2021-02-03
2408,3986,2022-06-10
1474,411,2021-09-03
4160,2000,2022-05-31
2738,2034,2021-01-16
1204,4950,2021-02-07
2247,772,2022-03-03
2326,3398,2021-11-17
4006,4397,2021-06-02
25,175,2021-10-21
2888,4972,2022-03-21
667,279,2021-02-10
4783,691,2021-10-10
2208,1817,2022-04-17
1654,2283,2021-04-15
2829,4209,2021-10-25
4841,4183,2021-12-12
1281,2715,2022-08-02
3290,3946,2022-05-12
3793,4876,2021-12-30
615,2264,2021-07-18
3062,1886,2022-05-08
4118,3333,2022-02-26
52,3421,2022-03-05
4616,4849,2022-02-02
3305,2437,2021-07-28
2541,2712,2021-08-09
727,4731,2022-05-03
4506,2572,2022-05-26
2872,2245,2021-05-09
4861,3680,2021-05-20
3789,1068,2021-05-05
1759,1626,2021-04-06
4852,1309,2021-08-21
4389,200,2022-06-26
4861,185,2021-11-28
1504,3209,2022-02-04
2898,4648,2021-07-08
365,4848,2021-12-10
3122,2064,2021-10-18
3709,181,2021-05-21
209,3094,2021-07-21
1007,4635,2022-02-12
3821,206,2021-05-22
1173,279,2022-03-16
1711,3754,2021-02-08
4702,4765,2022-08-30
298,4283,2021-10-02
1213,2168,2022-04-27
974,3352,2021-03-25
4920,1989,2022-07-25
3004,4541,2021-11-04
2470,2601,2022-02-18
2633,1250,2021-04-28
3001,3933,2021-11-06
775,1658,2021-02-22
460,4385,2022-01-19
2936,403,2021-05-14
4965,1394,2022-07-10
2452,3697,2021-09-30
4412,1120,2022-05-10
4948,1373,2022-05-20
42,2831,2021-01-19
776,1497,2021-10-07
4960,2297,2021-10-06
4198,3585,2022-07-23
4314,3688,2021-04-15
4656,1634,2021-03-24
3952,493,2022-04-24
1760,4530,2021-03-15
655,4191,2021-09-19
4871,2853,2021-03-02
576,1446,2021-04-12
45,341,2021-12-30
4442,532,2022-08-20
657,4179,2021-11-28
639,4431,2021-01-24
2534,1683,2021-04-23
1363,794,2021-01-09
2349,1132,2021-04-14
963,81,2022-03-28
2607,2543,2021-02-11
3690,3074,2021-03-01
2774,2820,2022-06-08
3472,1037,2021-10-28
3628,4490,2021-03-09
428,4597,2022-04-29
1793,3367,2022-03-08
802,4219,2022-01-31
976,330,2022-02-14
1684,1070,2021-01-16
3062,1114,2022-07-01
434,2646,2021-06-01
4168,3353,2021-01-25
4850,1648,2022-02-07
4158,399,2021-06-30
1030,962,2021-10-20
2945,3445,2022-07-22
30,4165,2022-02-22
3611,3666,2021-02-08
2564,437,2021-10-25
1098,1712,2021-09-10
198,2604,2022-08-15
667,2275,2021-11-02
4179,4775,2021-10-07
780,3118,2021-10-02
3969,3263,2021-10-17
233,738,2022-04-24
4381,1606,2022-03-27
541,4989,2022-04-21
2265,933,2022-05-12
3296,2853,2022-04-04
2937,90,2022-03-08
4147,2920,2021-11-11
4429,3014,2021-07-02
4284,2531,2021-04-15
2071,168,2022-08-20
1961,2369,2021-11-08
691,537,2022-04-05
2792,3605,2021-08-26
2758,4993,2021-10-28
2843,4476,2022-02-08
2516,1705,2022-05-07
4992,1909,2021-03-11
2792,1813,2022-07-12
3058,3390,2021-06-15
1617,1786,2022-04-27
1633,376,2021-05-03
1942,4657,2021-01-16
506,227,2021-04-28
1010,1945,2022-07-13
3131,3917,2022-02-24
4802,875,2021-08-13
4157,2466,2021-01-06
3191,2888,2021-02-10
3448,2074,2021-09-07
2498,2405,2021-11-08
82,3459,2021-04-29
3427,3871,2022-07-09
4061,1794,2021-08-03
988,1698,2021-06-24
4150,2725,2022-05-31
3446,493,2021-10-09
1514,2625,2021-02-06
1653,1139,2022-04-12
4445,2390,2022-06-04
3266,4791,2022-05-24
2339,4090,2022-06-18
1122,2690,2021-04-29
510,74,2021-08-03
4904,3454,2022-07-19
171,4463,2022-01-04
3713,3270,2022-08-05
2358,2760,2021-05-31
1780,1478,2021-05-28
4555,3873,2022-01-07
718,3519,2021-04-05
2647,3704,2022-01-06
4320,3248,2021-12-03
3282,2215,2021-06-27
3698,1311,2022-04-23
3977,2326,2021-09-29
840,4005,2021-07-27
687,3578,2021-03-17
4423,558,2021-09-29
2784,62,2021-06-17
982,2548,2022-03-22
3665,4112,2021-08-12
4956,425,2021-11-18
4871,2058,2022-03-03
2086,961,2021-12-21
1832,4428,2021-01-31
872,3550,2022-01-08
608,876,2021-08-01
1780,1797,2021-03-12
2037,187,2021-07-20
3762,1207,2021-01-16
2305,1103,2022-01-06
584,4812,2021-10-23
2384,1014,2022-04-19
181,4426,2022-07-02
4873,3073,2022-05-28
1790,315,2022-01-21
3758,1205,2021-06-03
1541,417,2022-08-21
3040,1340,2021-03-22
2604,2035,2022-05-17
79,4410,2021-05-21
343,1723,2021-10-27
2542,4363,2021-09-16
4497,3373,2021-12-16
754,3241,2022-07-01
654,4150,2021-01-07
2597,1591,2021-09-09
3718,2594,2022-06-02
3538,4130,2022-06-21
4929,2554,2022-08-29
4514,156,2021-06-13
4733,4505,2021-11-14
4360,345,2021-07-27
3710,4923,2021-02-06
459,3449,2022-03-03
3133,1449,2021-06-14
1654,3600,2022-03-23
2470,1369,2021-07-22
3803,2369,2022-01-07
4007,943,2022-04-20
1944,2751,2021-05-10
3586,3011,2021-11-12
762,1001,2022-08-07
3416,2388,2021-07-01
3724,1903,2021-07-31
385,1738,2022-05-08
2270,3909,2022-07-24
4116,2675,2022-08-30
1834,181,2021-10-10
1418,3384,2022-08-26
3192,1193,2021-06-10
3752,3998,2022-07-26
166,1279,2022-01-16
1768,2238,2021-08-17
4070,4479,2021-06-08
3969,4322,2021-01-01
555,4667,2021-07-13
3479,3261,2021-01-22
1420,2812,2021-07-29
1163,330,2021-01-19
2024,2307,2021-12-23
2855,3406,2022-01-12
3163,1454,2021-03-14
39,1462,2021-06-12
4640,2946,2021-06-10
2985,4427,2021-11-06
1550,193,2021-01-19
1390,1021,2021-09-10
2377,2783,2022-03-11
3990,881,2021-04-20
911,3932,2022-05-29
1559,3413,2021-10-04
3187,701,2022-08-02
3357,3776,2021-05-19
1565,1627,2021-08-22
167,2435,2022-04-17
3431,1040,2022-02-24
4452,2095,2022-05-21
4308,1876,2021-09-22
785,1955,2021-07-24
986,2592,2021-03-23
3049,1691,2021-03-05
1290,2955,2021-03-19
3985,4568,2022-02-09
155,3594,2021-03-18
1576,450,2022-01-23
3498,4507,2022-01-13
3599,4566,2022-05-08
3652,777,2021-10-08
378,914,2022-07-16
4083,2134,2021-09-26
3941,527,2021-03-11
4598,663,2021-01-13
664,4585,2021-06-25
3221,4981,2022-01-17
1750,800,2022-07-21
4672,3991,2021-12-30
2963,2709,2022-05-21
1762,4698,2021-02-25
264,2513,2021-01-21
4176,3630,2022-02-22
1705,2368,2021-05-23
898,1807,2021-11-14
4592,2181,2021-10-05
2974,1905,2022-01-17
152,1343,2021-01-30
1527,2905,2021-05-12
2188,4686,2022-08-06
2106,389,2022-06-13
2719,1965,2021-03-28
1230,524,2021-03-13
2117,3671,2021-07-19
3970,4425,2021-10-10
104,4326,2021-02-08
4944,3696,2021-05-31
1630,3208,2021-09-06
2889,3997,2021-01-26
1887,2467,2021-04-27
4576,460,2022-07-15
3220,1524,2021-04-29
2515,2462,2021-04-23
846,4712,2022-04-06
3212,803,2021-04-20
336,382,2022-05-20
2468,3202,2022-07-30
1969,2142,2021-10-07
3163,318,2021-08-13
1047,3073,2021-03-21
4878,2978,2022-08-19
4276,3263,2021-05-12
3925,2589,2022-06-14
218,4220,2021-08-23
3742,883,2021-05-22
1335,3510,2021-09-10
4046,2255,2021-01-29
1763,2559,2022-02-01
923,692,2021-09-19
733,2364,2021-12-04
764,1346,2021-10-03
3821,2598,2022-01-11
2962,922,2022-08-28
1462,3428,2022-01-31
3501,4207,2021-07-19
3000,4107,2021-03-26
1548,1043,2022-04-08
937,3787,2021-09-01
1383,194,2021-09-15
1075,1252,2022-08-20
92,2167,2021-06-27
3058,2390,2021-03-10
2595,1528,2021-03-30
1708,971,2021-06-24
4525,4952,2021-05-05
1740,2823,2021-08-23
4484,2682,2022-05-09
286,1397,2022-01-18
3264,2046,2022-07-05
3027,3405,2022-08-09
4962,1661,2022-08-16
4048,4549,2022-05-28
3146,370,2022-04-02
4442,3959,2021-06-17
1588,139,2021-03-20
4304,4446,2022-08-02
3678,4397,2021-11-18
3054,4153,2022-02-22
4799,727,2021-12-21
3837,3522,2021-12-29
1925,2472,2021-03-31
1972,4914,2022-02-28
1232,4848,2021-04-02
3649,4347,2021-06-26
1634,4511,2022-06-11
3161,1720,2021-08-27
2369,521,2021-04-06
3570,3481,2021-08-02
3008,654,2021-03-19
4284,148,2021-05-19
1105,3122,2021-12-17
1989,3590,2022-08-23
2594,1250,2021-05-25
2182,2096,2021-03-26
1844,1973,2021-11-02
26,4415,2021-02-24
1958,3047,2021-04-26
2349,3744,2021-02-22
1736,3112,2021-07-16
3182,3109,2021-07-16
3539,3988,2022-04-03
233,753,2022-07-02
4841,3423,2022-05-13
4764,4744,2022-02-18
2332,2368,2021-01-04
4053,1416,2021-12-31
3664,2738,2021-02-02
558,3616,2021-12-07
4028,2789,2021-09-22
4780,2804,2022-05-23
1132,4557,2021-09-23
4285,2167,2022-06-28
4311,952,2021-03-14
243,3535,2021-06-11
3013,865,2021-11-01
233,2399,2021-08-20
4007,2682,2022-01-21
4628,2103,2021-08-16
1764,2918,2022-01-03
4475,1430,2021-08-30
1267,116,2021-09-30
3499,4755,2022-06-12
469,1007,2022-06-02
2159,2177,2022-03-06
2967,422,2021-09-17
1823,1987,2022-07-02
3779,2023,2022-07-16
2671,4486,2021-07-06
3088,3302,2021-08-17
4025,657,2021-01-22
587,4981,2021-04-11
1029,1760,2022-02-13
3740,4979,2021-11-24
983,205,2021-07-24
4941,3926,2021-05-18
4105,392,2021-10-30
2934,807,2022-08-25
4997,2707,2021-09-05
1244,767,2022-04-07
4556,3356,2021-04-30
1641,33,2021-09-11
4661,4832,2021-05-19
2938,4423,2021-02-09
2981,2261,2022-02-07
1200,2055,2022-04-28
1305,2260,2021-07-11
2507,3145,2021-05-06
215,3876,2021-06-23
1180,1741,2021-04-18
4068,4156,2021-03-22
4080,1096,2022-04-04
763,1611,2021-07-16
4456,2153,2022-01-22
1681,2284,2022-06-02
4462,496,2021-04-07
1169,3774,2021-07-06
424,2840,2022-02-05
3347,4612,2022-07-26
1955,3495,2022-03-01
2809,1765,2022-03-22
2876,1908,2021-07-12
4516,4252,2021-08-09
2247,4374,2021-09-30
1711,2267,2021-07-27
739,1313,2022-06-14
4166,200,2022-08-01
1188,268,2022-02-03
998,1012,2021-05-29
129,273,2022-02-09
3807,3690,2022-02-16
4188,729,2022-01-15
3860,329,2022-04-26
2291,260,2021-10-19
15,27,2021-06-22
533,4781,2021-12-12
3457,4032,2021-12-22
3449,3172,2022-08-15
3988,1135,2021-05-25
3491,1287,2021-09-24
4534,4701,2021-11-03
4489,4896,2021-06-22
1758,1844,2022-05-02
2328,3589,2022-02-26
1496,1564,2022-04-01
4633,3422,2022-07-23
4450,2168,2021-04-10
824,4192,2021-02-04
1569,2883,2022-03-29
744,3951,2021-03-05
2621,1965,2022-01-17
2506,3299,2021-03-25
4700,867,2022-02-25
3084,3201,2021-02-18
2183,382,2022-03-31
2529,1001,2021-02-07
1337,3414,2022-05-06
1694,1215,2021-07-02
4857,3568,2021-07-04
3816,2500,2022-02-05
1334,3232,2021-08-02
435,4590,2021-11-19
3222,451,2021-08-09
1936,1264,2021-04-01
4161,1194,2022-03-05
1622,3982,2021-08-03
566,2026,2021-12-24
2110,4282,2021-10-08
4909,2331,2021-04-19
3117,1844,2022-06-14
3033,3420,2022-03-10
2637,3780,2021-05-04
4145,1344,2021-01-12
4376,4453,2021-02-26
4955,839,2022-05-15
4215,2133,2021-06-13
3275,2502,2022-02-20
3987,1882,2022-03-23
4250,3195,2022-06-21
1972,3318,2021-05-31
2162,1833,2022-08-15
3775,3858,2022-08-22
3061,121,2021-08-25
2597,4150,2022-08-15
3671,607,2022-06-30
3669,3122,2022-01-29
3214,2942,2021-08-23
2603,1690,2022-08-03
2935,4374,2021-10-07
4605,4127,2022-06-16
677,3408,2022-02-27
1521,3635,2022-03-17
2288,137,2021-10-31
620,4852,2021-11-11
4816,390,2021-06-29
1437,693,2021-12-20
148,4613,2022-07-07
3871,3883,2021-03-11
712,2775,2021-05-10
1468,4338,2022-06-11
1797,519,2021-03-29
2985,2986,2022-04-24
1519,1651,2021-09-25
3007,2382,2022-08-30
1684,4097,2021-03-23
2746,310,2021-11-23
1695,646,2021-12-09
2961,865,2021-03-31
4063,4998,2021-01-03
2512,4374,2021-06-10
876,2055,2021-01-11
1985,2499,2022-07-29
3667,1888,2021-02-04
2351,2829,2021-01-23
4051,4784,2021-05-07
4472,2123,2021-10-23
