2,4,2020-07-28,g+s+i+f
2,2,2020-03-22,i+g
3,8,2020-08-19,i+n+s+h+b+s+j+m
2,2,2020-03-02,j+y
2,5,2020-04-16,w+f+j+a+u
2,2,2020-03-19,r+t
2,2,2020-04-23,f+o
2,7,2020-03-25,s+h+g+v+c+b+s
2,7,2020-11-25,h+o+e+i+b+m+m
2,6,2020-10-01,k+a+t+r+l+r
3,9,2020-12-14,t+a+x+m+u+t+k+m+b
3,8,2020-01-18,o+q+e+t+o+d+g+p
3,10,2020-11-25,r+s+p+i+a+r+f+w+s+h
2,4,2020-01-09,j+x+a+c
2,3,2020-05-22,d+f+t
1,1,2020-03-05,c
2,6,2020-06-05,o+u+o+f+k+f
2,3,2020-10-18,x+v+h
1,1,2020-06-28,i
2,6,2020-08-12,h+u+o+s+u+b
2,2,2020-08-28,b+d
3,9,2020-03-24,c+q+w+e+i+k+f+d+g
2,2,2020-01-01,k+h
3,8,2020-09-04,s+p+f+d+h+b+l+t
2,5,2020-07-29,p+o+i+v+y
3,8,2020-10-12,l+h+k+b+s+q+y+s
2,4,2020-06-20,j+d+p+s
2,5,2020-10-25,e+w+o+o+g
2,6,2020-02-21,r+p+o+k+c+k
2,5,2020-11-02,n+v+n+h+n
2,7,2020-05-21,t+u+y+u+v+f+e
1,1,2020-10-17,k
2,4,2020-02-05,r+g+k+s
2,4,2020-02-18,g+j+f+m
1,1,2020-10-17,v
1,1,2020-03-23,r
2,5,2020-06-29,b+l+u+s+d
3,10,2020-04-12,x+x+u+c+j+u+a+i+u+k
2,2,2020-12-07,q+g
2,4,2020-11-06,j+f+l+i
3,9,2020-02-10,a+d+w+r+k+h+f+i+m
2,6,2020-10-18,o+o+m+v+k+n
2,5,2020-12-28,b+m+v+f+k
1,1,2020-03-02,q
3,8,2020-12-21,e+y+o+o+d+u+h+e
2,6,2020-12-25,y+y+j+i+i+x
2,3,2020-10-25,o+v+m
2,6,2020-06-22,n+g+p+q+q+s
2,2,2020-06-04,w+e
3,8,2020-06-26,o+y+v+h+e+i+n+n
2,4,2020-01-28,t+t+k+k
3,10,2020-01-16,c+u+i+i+k+n+i+u+c+r
2,3,2020-05-05,h+x+w
3,10,2020-09-21,k+x+p+d+f+r+t+u+a+n
3,9,2020-09-27,r+o+k+s+p+p+v+d+n
3,9,2020-10-06,n+n+y+c+k+x+e+n+c
2,4,2020-05-27,g+b+f+a
2,6,2020-04-12,t+x+k+q+a+f
3,9,2020-11-21,b+b+f+v+h+f+j+p+k
2,4,2020-02-04,g+a+y+y
2,6,2020-06-24,u+u+j+i+r+w
2,3,2020-06-21,g+t+l
3,8,2020-12-01,r+m+i+t+q+l+j+j
3,9,2020-03-05,h+e+a+n+t+c+t+p+b
3,8,2020-04-26,a+c+m+r+d+x+c+x
3,9,2020-07-23,r+v+x+r+s+b+s+o+y
2,5,2020-05-31,m+o+t+o+v
3,8,2020-04-09,k+v+e+f+a+c+e+g
2,7,2020-04-05,d+a+u+q+s+m+k
3,9,2020-06-23,s+x+k+t+o+e+t+k+f
3,8,2020-01-30,c+q+i+b+n+e+k+a
2,7,2020-11-22,s+d+g+d+q+a+m
2,7,2020-03-17,x+m+j+g+c+u+m
2,2,2020-10-25,a+d
2,4,2020-05-28,y+f+c+q
3,8,2020-09-10,m+e+i+c+y+s+s+f
1,1,2020-05-24,d
1,1,2020-02-25,v
3,9,2020-04-11,w+u+m+g+n+b+n+a+k
1,1,2020-09-30,q
2,7,2020-11-29,p+l+y+y+t+n+u
2,4,2020-09-04,f+c+n+u
2,3,2020-05-31,q+p+l
2,3,2020-11-13,y+n+k
2,3,2020-07-16,q+a+h
2,7,2020-07-18,t+o+v+j+j+l+a
2,7,2020-05-09,j+k+c+d+h+r+v
2,5,2020-10-20,f+j+e+t+s
1,1,2020-05-12,w
2,7,2020-11-25,a+i+k+m+o+o+s
3,9,2020-10-01,h+d+s+m+e+m+j+i+s
2,2,2020-04-23,t+n
2,4,2020-03-22,l+s+r+g
3,8,2020-12-22,y+r+b+m+e+n+j+b
3,10,2020-06-24,i+a+p+x+y+b+i+g+x+y
2,6,2020-11-17,f+k+l+y+m+f
2,7,2020-09-25,y+y+w+m+q+k+k
2,2,2020-08-20,x+w
1,1,2020-03-19,y
2,7,2020-10-21,v+w+t+u+s+w+p
2,3,2020-09-08,a+t+q
3,8,2020-02-15,a+f+w+n+r+q+t+v
2,2,2020-12-22,y+j
2,7,2020-04-06,d+b+x+k+j+t+m
2,4,2020-09-21,v+t+e+v
2,3,2020-09-17,l+w+a
3,10,2020-09-11,r+j+g+i+w+d+a+k+a+v
2,2,2020-03-22,q+b
3,9,2020-02-20,q+r+x+t+q+y+e+a+d
2,2,2020-05-03,k+n
2,3,2020-03-28,y+f+k
2,5,2020-02-20,p+p+i+h+u
2,7,2020-12-20,i+o+g+q+x+s+c
2,3,2020-09-29,p+e+y
3,10,2020-09-01,q+r+i+x+e+u+x+g+e+g
2,7,2020-06-06,k+m+s+v+h+a+x
2,2,2020-11-20,i+s
2,7,2020-04-25,s+e+a+f+g+r+u
2,2,2020-02-04,b+o
2,3,2020-03-29,a+c+u
1,1,2020-02-14,l
2,7,2020-10-17,g+c+e+t+v+v+b
2,7,2020-11-20,g+w+b+y+n+m+i
2,4,2020-03-06,x+b+g+h
2,3,2020-07-29,y+j+v
2,3,2020-10-20,n+u+i
2,4,2020-03-21,j+k+s+g
3,8,2020-11-29,d+o+k+j+j+u+h+c
1,1,2020-09-13,f
2,6,2020-07-22,h+q+u+v+e+d
2,2,2020-02-18,b+o
1,1,2020-01-01,y
2,6,2020-02-28,h+w+j+x+w+i
3,10,2020-10-05,d+r+b+p+t+u+o+s+f+i
2,5,2020-11-13,b+h+a+r+k
2,4,2020-04-25,l+w+n+g
1,1,2020-08-29,r
2,4,2020-10-15,g+q+l+k
2,5,2020-05-25,g+s+h+g+a
3,9,2020-09-25,g+g+m+a+j+j+q+m+e
2,2,2020-10-03,h+c
2,4,2020-04-17,i+q+g+h
3,10,2020-07-13,e+g+x+l+x+s+o+l+d+e
2,2,2020-09-10,i+b
2,3,2020-01-11,x+a+b
3,8,2020-07-30,u+o+b+w+l+h+e+l
1,1,2020-07-29,t
2,6,2020-12-23,w+j+e+a+b+j
3,9,2020-06-23,v+b+s+v+g+b+m+m+q
2,6,2020-12-13,m+a+n+a+e+n
3,10,2020-03-07,m+h+y+n+f+q+a+n+r+g
3,9,2020-05-24,s+p+s+c+c+d+h+n+f
2,5,2020-02-06,i+r+b+w+l
2,7,2020-10-10,o+j+g+s+j+w+v
2,4,2020-09-18,u+j+e+m
2,4,2020-02-25,f+g+v+j
2,3,2020-05-07,v+m+v
3,10,2020-05-14,c+x+w+n+s+e+t+h+s+o
2,2,2020-05-06,i+q
2,7,2020-05-19,b+h+y+u+k+t+v
2,5,2020-09-22,b+w+u+v+h
1,1,2020-04-14,w
3,10,2020-11-01,m+j+l+a+v+a+h+w+t+y
2,5,2020-12-10,m+c+m+q+w
2,4,2020-11-28,i+o+x+l
3,9,2020-04-24,y+k+r+v+k+q+k+s+m
2,6,2020-10-06,q+d+q+u+h+w
3,8,2020-11-14,i+l+t+c+v+h+e+v
1,1,2020-06-12,s
2,2,2020-01-06,h+i
1,1,2020-12-19,p
2,2,2020-03-25,j+y
2,4,2020-07-13,d+u+g+l
3,8,2020-09-04,e+i+m+v+n+s+p+g
2,4,2020-11-12,s+g+n+w
2,7,2020-10-12,x+u+r+p+d+n+i
2,5,2020-01-26,a+o+h+h+f
1,1,2020-10-18,w
2,6,2020-12-23,x+h+x+c+i+x
2,4,2020-09-10,o+y+d+n
2,4,2020-09-04,a+r+d+s
3,9,2020-06-08,j+q+x+i+k+e+c+h+y
2,6,2020-03-21,f+c+l+q+k+c
2,4,2020-01-06,a+j+n+q
2,3,2020-06-01,s+h+p
2,6,2020-04-19,t+p+y+e+k+f
3,8,2020-03-30,y+t+h+a+a+t+b+g
3,9,2020-08-24,l+o+f+e+u+l+l+d+q
2,5,2020-11-26,k+v+f+w+f
1,1,2020-11-09,u
2,4,2020-04-02,p+g+b+j
2,6,2020-05-31,y+r+j+n+u+o
3,8,2020-10-26,p+g+o+q+e+k+u+y
1,1,2020-02-04,w
2,5,2020-12-10,b+j+d+e+p
2,7,2020-05-25,o+o+l+c+f+h+p
2,5,2020-05-31,j+c+q+v+t
2,7,2020-10-06,h+u+o+j+k+y+t
2,6,2020-10-05,x+b+v+l+m+o
3,9,2020-10-22,h+b+a+o+o+l+c+k+r
3,10,2020-11-24,i+w+r+v+a+l+a+q+d+g
1,1,2020-12-26,c
2,6,2020-05-24,h+i+d+b+e+p
3,10,2020-10-22,b+s+u+f+v+g+q+m+u+v
3,10,2020-05-31,e+j+w+h+t+u+g+x+b+b
2,3,2020-09-22,s+g+l
2,7,2020-01-18,a+k+p+y+x+c+n
2,2,2020-10-07,j+k
2,2,2020-11-01,e+u
2,4,2020-11-08,u+f+m+a
2,7,2020-07-17,k+y+l+f+a+c+l
2,6,2020-04-05,m+d+t+g+s+q
2,4,2020-05-30,p+f+w+l
1,1,2020-07-08,k
1,1,2020-10-22,d
2,2,2020-02-08,x+n
2,7,2020-05-17,s+u+p+m+u+q+g
3,9,2020-01-03,h+m+d+k+d+i+h+m+m
2,2,2020-11-07,x+c
3,10,2020-12-05,x+y+i+f+b+v+s+j+b+m
3,10,2020-04-30,v+i+x+g+s+i+m+b+w+g
2,6,2020-12-03,w+k+u+r+f+g
1,1,2020-12-12,e
2,3,2020-04-03,y+u+y
3,9,2020-08-20,m+m+e+m+i+t+g+s+b
3,8,2020-12-27,j+b+f+u+w+r+f+h
2,7,2020-10-14,e+s+u+b+b+n+y
2,2,2020-06-08,d+x
1,1,2020-07-28,o
3,8,2020-02-14,x+l+b+o+d+m+t+q
2,7,2020-03-23,w+e+f+q+s+o+x
1,1,2020-11-20,m
3,10,2020-10-25,x+f+x+a+j+l+q+y+a+u
2,5,2020-02-22,r+l+l+g+f
2,7,2020-08-07,i+s+i+i+v+d+k
2,4,2020-11-16,y+t+y+b
2,3,2020-06-03,i+u+a
2,5,2020-04-14,l+j+a+i+o
2,7,2020-07-16,c+v+o+t+g+i+y
2,5,2020-10-20,g+p+j+g+c
2,6,2020-08-08,r+t+h+j+b+t
3,9,2020-04-17,y+a+k+j+s+q+q+x+k
2,7,2020-03-16,j+e+t+q+i+v+l
2,6,2020-11-27,f+i+q+k+t+i
2,2,2020-04-17,x+s
2,4,2020-06-04,y+n+o+c
3,10,2020-08-07,q+v+l+w+m+k+o+k+k+c
2,4,2020-11-17,m+f+r+t
2,7,2020-06-16,y+l+k+m+x+l+o
3,9,2020-01-16,y+k+q+t+y+i+j+y+r
3,10,2020-07-17,y+x+q+q+w+w+l+v+j+x
3,9,2020-02-10,r+h+r+d+q+j+x+i+j
2,3,2020-05-29,p+f+y
2,2,2020-02-24,e+o
2,2,2020-05-12,s+i
2,7,2020-02-20,u+w+h+w+v+t+j
2,6,2020-07-05,y+v+s+s+h+p
3,9,2020-09-11,v+g+h+x+i+c+s+k+f
2,7,2020-03-09,k+h+s+g+o+p+e
3,10,2020-12-18,t+j+s+q+w+p+y+o+n+m
2,6,2020-07-25,d+i+m+b+o+t
2,2,2020-10-05,y+d
1,1,2020-03-17,d
2,7,2020-01-23,q+b+k+d+x+h+w
2,4,2020-10-05,i+h+q+e
2,5,2020-04-16,s+r+y+p+p
3,10,2020-10-29,l+f+a+w+d+c+q+g+t+r
2,2,2020-06-11,v+y
1,1,2020-01-24,n
2,4,2020-11-09,h+k+q+c
2,6,2020-05-07,o+v+w+m+i+d
3,10,2020-02-11,s+u+p+a+s+t+m+b+s+x
2,5,2020-02-25,g+u+q+l+o
2,2,2020-09-23,g+n
2,5,2020-12-17,n+a+b+g+d
2,4,2020-10-29,i+s+f+a
2,7,2020-03-24,b+x+f+f+x+b+h
2,7,2020-12-08,x+t+h+s+o+a+k
2,3,2020-07-11,r+m+a
2,5,2020-07-28,w+g+m+j+m
1,1,2020-09-25,e
2,3,2020-11-10,h+q+o
2,2,2020-12-04,v+q
2,6,2020-10-17,h+p+t+y+o+j
2,4,2020-08-07,n+w+g+u
2,3,2020-04-18,j+t+i
3,8,2020-08-11,c+w+o+r+o+b+x+j
3,8,2020-05-17,t+g+i+o+k+w+e+b
3,10,2020-10-27,h+j+l+p+j+g+d+v+y+t
1,1,2020-12-26,a
2,5,2020-10-27,c+i+g+u+f
2,5,2020-09-02,e+f+k+s+p
2,3,2020-10-29,c+f+e
3,9,2020-08-15,y+h+e+d+h+j+y+u+o
3,10,2020-10-19,y+i+w+e+i+l+s+l+q+c
1,1,2020-10-23,h
2,5,2020-08-24,g+p+j+q+t
2,6,2020-01-14,i+d+r+t+i+x
2,5,2020-04-08,n+h+w+i+n
3,9,2020-03-17,y+n+r+p+m+a+s+h+u
2,6,2020-06-17,j+w+y+o+c+o
2,4,2020-11-07,p+x+p+o
1,1,2020-11-21,v
2,4,2020-06-09,l+m+u+s
2,4,2020-07-12,f+e+b+d
2,7,2020-03-01,d+a+f+q+j+o+u
2,4,2020-07-12,f+n+s+v
3,10,2020-10-14,l+o+f+y+w+r+e+f+e+p
2,3,2020-06-09,b+p+r
2,5,2020-01-29,t+i+j+y+m
2,6,2020-04-04,p+q+n+k+r+d
2,2,2020-06-29,h+q
2,3,2020-12-16,y+c+x
3,9,2020-10-12,i+l+f+d+r+o+r+x+t
2,6,2020-04-11,q+l+p+u+s+o
1,1,2020-05-17,l
3,10,2020-04-25,w+q+n+q+j+l+i+c+r+k
2,7,2020-01-10,e+s+d+i+y+x+i
2,6,2020-10-02,n+w+o+t+o+h
2,4,2020-11-06,i+o+n+o
2,4,2020-01-28,t+o+m+p
1,1,2020-04-17,p
3,8,2020-11-02,g+j+k+d+a+x+c+s
2,5,2020-12-23,b+c+t+s+u
3,9,2020-12-30,r+a+f+l+v+a+c+t+h
2,2,2020-01-30,l+m
2,4,2020-08-26,r+l+e+l
2,3,2020-03-20,a+o+q
2,5,2020-03-21,j+u+n+x+c
2,4,2020-04-30,q+h+e+o
3,8,2020-11-08,k+i+v+e+m+v+f+h
1,1,2020-10-08,g
2,4,2020-08-23,f+u+x+l
2,2,2020-08-31,h+d
2,3,2020-01-28,s+h+d
3,9,2020-07-20,v+y+k+g+v+y+y+s+t
3,9,2020-04-28,s+p+i+t+s+n+u+t+l
2,7,2020-11-14,o+k+i+s+a+p+q
2,5,2020-04-22,e+e+o+n+d
3,10,2020-04-25,q+g+e+s+n+o+e+g+d+v
2,4,2020-06-28,b+b+c+e
1,1,2020-06-26,m
3,8,2020-11-15,l+p+p+e+n+j+b+r
2,3,2020-06-24,u+a+a
2,6,2020-07-27,d+j+j+v+r+t
3,10,2020-09-20,q+e+m+q+g+o+c+s+b+u
3,8,2020-04-20,w+x+w+e+u+h+q+o
3,9,2020-04-22,y+c+r+s+e+g+y+o+n
3,9,2020-07-26,r+p+r+a+o+s+e+j+s
3,10,2020-10-05,d+q+a+w+w+f+n+b+x+h
2,7,2020-09-24,w+n+k+h+p+x+w
2,3,2020-09-26,o+w+h
3,10,2020-05-27,s+c+o+s+e+t+m+i+q+q
2,5,2020-12-13,j+n+q+w+r
2,7,2020-03-07,g+o+d+w+v+r+j
3,10,2020-10-24,d+v+m+x+c+v+o+s+h+w
2,3,2020-12-23,q+v+c
2,3,2020-06-27,d+i+t
2,7,2020-06-26,d+q+q+n+g+b+b
1,1,2020-10-05,o
2,7,2020-12-10,s+d+x+v+s+c+w
3,8,2020-09-20,j+i+f+v+s+f+g+u
3,9,2020-03-11,c+e+f+d+u+l+v+h+h
3,10,2020-03-12,o+t+d+n+c+b+r+s+q+g
2,2,2020-01-23,m+i
2,6,2020-11-09,k+e+k+g+h+d
2,5,2020-10-28,x+b+i+u+c
2,4,2020-07-24,n+o+a+q
2,6,2020-01-15,c+m+w+t+l+n
2,3,2020-07-07,v+f+l
2,3,2020-05-11,y+w+b
3,8,2020-08-25,i+v+u+d+b+m+g+f
3,8,2020-06-08,s+r+n+o+v+a+k+m
1,1,2020-06-30,r
1,1,2020-06-10,f
3,10,2020-11-06,g+r+r+k+w+o+p+w+a+q
3,8,2020-02-24,w+f+n+y+r+t+g+l
2,2,2020-06-21,v+f
2,3,2020-12-19,a+r+d
2,2,2020-10-15,q+a
2,3,2020-08-18,l+t+c
2,4,2020-10-28,l+c+x+r
3,10,2020-11-17,s+s+e+u+u+o+t+i+i+h
3,8,2020-05-10,k+u+q+g+t+r+j+k
3,9,2020-11-12,i+a+g+x+e+p+s+p+p
1,1,2020-03-29,c
2,4,2020-10-09,r+a+o+q
2,4,2020-12-24,o+t+q+v
2,4,2020-05-10,x+b+f+r
2,2,2020-10-02,c+l
3,9,2020-11-22,t+x+a+s+t+i+x+j+b
2,5,2020-10-26,g+h+y+i+r
3,10,2020-09-20,u+g+n+e+f+w+o+x+g+e
3,8,2020-11-20,a+l+o+f+a+o+r+h
2,7,2020-08-31,e+t+f+p+m+g+o
2,2,2020-06-24,n+h
1,1,2020-03-12,u
3,9,2020-10-05,v+d+t+i+v+c+j+q+y
2,5,2020-01-14,c+u+q+f+t
2,4,2020-07-16,e+q+t+m
2,7,2020-07-09,q+y+g+i+e+r+i
2,5,2020-11-18,w+j+y+n+c
2,2,2020-06-20,l+f
2,2,2020-08-10,b+o
2,6,2020-03-14,i+d+s+w+k+b
2,6,2020-10-03,h+p+f+e+c+o
2,5,2020-09-25,e+h+m+q+p
2,5,2020-01-21,f+d+d+d+x
1,1,2020-10-18,l
2,5,2020-03-24,u+e+l+o+l
2,6,2020-10-23,a+j+c+f+d+l
3,10,2020-04-26,s+e+w+g+v+d+d+b+p+e
2,3,2020-09-11,s+d+c
3,10,2020-11-30,y+g+v+y+t+k+s+d+j+n
2,4,2020-01-05,t+j+d+m
2,3,2020-09-19,a+g+e
2,6,2020-02-10,b+v+q+m+l+s
3,8,2020-05-26,r+m+r+v+e+b+f+s
2,4,2020-02-29,c+x+x+l
2,5,2020-10-11,s+t+y+s+v
2,3,2020-10-08,e+v+g
3,10,2020-01-05,b+g+g+d+e+w+a+l+u+j
3,10,2020-01-24,y+g+h+u+d+k+o+t+m+u
3,9,2020-12-05,h+c+v+a+u+r+p+o+r
3,8,2020-12-25,o+d+k+q+w+f+f+w
2,5,2020-06-07,a+m+q+v+j
2,6,2020-10-17,b+c+s+e+s+i
3,8,2020-07-28,q+i+x+q+d+v+c+l
2,6,2020-03-02,j+g+y+n+k+o
3,9,2020-06-13,h+l+j+m+y+f+h+u+r
2,3,2020-08-23,j+v+x
2,2,2020-03-06,m+k
2,3,2020-09-09,e+p+y
2,7,2020-01-16,h+q+j+q+m+r+a
3,9,2020-12-30,i+s+p+k+i+i+u+b+n
2,4,2020-12-28,a+c+v+q
2,7,2020-10-07,c+i+w+x+b+x+t
3,9,2020-08-09,a+t+u+k+g+q+n+s+w
2,2,2020-10-06,u+u
3,10,2020-03-22,k+j+d+j+n+b+m+u+y+m
3,9,2020-07-10,h+n+q+n+j+n+j+n+c
2,2,2020-08-27,a+a
3,10,2020-03-10,k+l+f+v+c+o+e+o+n+s
2,6,2020-08-14,j+j+a+s+j+m
2,6,2020-08-18,a+l+h+x+q+k
1,1,2020-06-04,x
3,10,2020-09-21,a+e+e+p+c+u+s+u+b+r
2,5,2020-09-05,x+f+l+b+s
1,1,2020-10-06,q
2,4,2020-05-14,j+f+w+p
3,10,2020-08-19,q+j+l+l+j+n+y+b+l+q
3,10,2020-11-17,t+n+l+d+g+q+o+x+x+j
2,3,2020-01-24,t+p+h
1,1,2020-01-05,o
3,9,2020-02-09,h+w+i+q+e+t+l+x+d
3,8,2020-02-29,s+n+p+t+q+r+c+p
2,5,2020-09-17,g+d+o+g+g
1,1,2020-09-21,i
2,7,2020-10-11,r+e+u+r+u+r+u
1,1,2020-06-29,b
2,3,2020-10-25,k+x+u
2,7,2020-06-18,h+k+f+w+a+f+h
1,1,2020-06-03,y
2,6,2020-06-20,d+y+m+k+g+v
3,10,2020-04-19,h+h+x+n+m+d+u+g+c+u
1,1,2020-11-19,t
2,6,2020-10-13,n+g+j+h+k+i
2,5,2020-12-07,x+x+e+s+f
2,5,2020-02-18,u+s+c+o+x
3,8,2020-01-27,c+j+r+u+a+q+q+q
3,10,2020-06-25,o+q+n+r+h+b+c+x+n+r
2,5,2020-05-31,q+a+a+u+l
3,8,2020-05-26,d+d+f+d+o+e+g+p
3,9,2020-11-11,n+i+x+t+o+k+t+p+s
2,7,2020-12-03,p+d+i+k+b+h+u
2,5,2020-03-27,q+g+l+a+g
2,5,2020-11-25,d+y+w+q+t
3,8,2020-08-22,j+r+i+s+k+n+f+r
2,4,2020-12-11,p+m+d+d
3,10,2020-02-23,g+h+d+u+n+u+g+s+w+l
3,10,2020-09-06,x+f+t+w+d+q+u+w+b+y
3,10,2020-06-14,n+l+o+f+j+l+a+b+l+g
2,2,2020-11-11,o+o
2,7,2020-07-10,a+r+g+b+h+c+h
2,6,2020-07-04,s+s+c+f+k+o
1,1,2020-11-14,k
1,1,2020-02-16,w
2,6,2020-11-07,v+d+o+h+f+a
2,5,2020-01-17,i+t+n+k+m
2,2,2020-11-16,b+v
3,8,2020-06-27,h+l+o+b+i+k+a+s
2,4,2020-11-27,j+m+m+a
2,6,2020-05-14,e+y+o+o+n+t
2,3,2020-04-20,t+n+y
2,4,2020-04-01,k+m+o+p
3,9,2020-01-01,s+s+h+m+g+b+r+f+p
3,8,2020-04-23,a+a+m+w+y+a+j+b
2,4,2020-05-09,u+f+a+x
2,7,2020-06-27,g+w+e+b+d+b+c
1,1,2020-11-03,d
1,1,2020-11-14,f
3,10,2020-03-25,u+w+u+m+l+t+f+w+d+t
2,2,2020-02-24,o+i
2,7,2020-05-23,g+i+i+u+g+c+m
2,3,2020-11-08,s+e+d
2,7,2020-07-09,h+k+q+h+a+s+q
2,6,2020-03-02,v+s+i+i+q+c
2,6,2020-09-24,d+c+l+b+i+u
2,5,2020-10-10,v+m+y+f+q
2,2,2020-06-12,i+m
3,10,2020-04-30,g+f+r+v+i+r+w+y+b+k
3,9,2020-02-06,g+j+h+k+m+j+n+e+s
1,1,2020-10-10,s
2,3,2020-10-10,c+c+b
2,5,2020-03-14,s+y+l+b+h
2,2,2020-04-26,o+r
2,7,2020-08-02,l+s+g+t+v+i+q
2,3,2020-08-22,t+h+i
1,1,2020-06-05,a
2,7,2020-09-14,a+i+r+t+v+l+h
2,2,2020-02-19,e+h
2,5,2020-12-19,v+h+w+n+f
2,7,2020-07-25,y+d+e+v+a+f+p
2,2,2020-03-15,u+g
2,5,2020-03-21,h+f+p+o+y
3,8,2020-07-21,j+l+i+a+c+q+c+d
1,1,2020-12-13,y
2,3,2020-06-24,r+m+h
3,9,2020-09-16,x+w+n+h+i+o+p+a+i
2,4,2020-12-04,r+u+f+u
3,9,2020-06-30,r+l+q+t+s+i+m+y+v
2,3,2020-03-23,h+w+v
2,7,2020-01-20,p+u+i+i+w+f+c
3,9,2020-10-26,i+j+n+g+r+g+m+n+h
2,3,2020-09-03,i+l+v
3,10,2020-09-23,m+m+e+r+s+r+b+s+q+u
3,10,2020-03-22,m+t+n+c+j+d+m+s+r+v
2,6,2020-10-14,a+w+w+s+k+s
2,5,2020-06-18,f+o+j+j+d
2,2,2020-01-31,j+s
2,5,2020-11-03,b+q+h+q+k
3,9,2020-12-06,d+p+b+y+d+f+y+g+e
3,10,2020-12-17,v+a+r+q+n+j+i+b+m+y
3,8,2020-03-03,t+j+i+f+p+f+w+j
1,1,2020-06-11,j
2,2,2020-04-01,p+r
3,10,2020-05-11,p+x+q+h+q+c+m+l+c+l
3,8,2020-01-27,q+x+p+m+m+x+y+h
3,9,2020-10-11,k+a+q+c+x+p+k+q+c
1,1,2020-02-04,y
2,2,2020-05-02,f+d
3,10,2020-08-15,u+h+j+r+d+w+a+p+w+i
3,10,2020-03-09,y+r+o+v+u+h+q+c+m+r
2,5,2020-09-29,o+y+k+i+c
2,5,2020-08-14,h+o+f+h+s
2,7,2020-12-01,w+k+x+d+t+x+y
3,10,2020-12-30,u+s+o+l+d+s+n+c+v+y
3,10,2020-10-08,w+i+a+b+a+v+m+d+a+m
2,7,2020-08-01,f+a+o+t+y+e+p
1,1,2020-01-21,a
3,8,2020-04-26,o+k+h+o+r+x+g+m
3,9,2020-02-29,k+r+h+n+b+w+e+b+e
2,4,2020-10-25,h+s+m+e
2,7,2020-02-11,m+h+h+k+u+a+a
2,7,2020-11-18,y+e+n+x+s+h+a
2,5,2020-12-13,y+i+y+q+p
2,7,2020-12-22,y+k+m+s+q+o+v
3,9,2020-03-27,t+d+l+k+v+b+p+o+w
2,3,2020-04-08,h+b+q
2,6,2020-06-09,p+f+p+s+c+c
2,6,2020-06-15,u+w+o+l+x+b
2,5,2020-08-22,j+f+r+f+p
2,3,2020-02-24,b+i+d
2,3,2020-04-15,x+e+r
2,3,2020-03-15,l+g+o
2,5,2020-10-26,n+u+y+x+a
2,3,2020-07-11,e+d+x
3,8,2020-01-03,v+t+s+c+y+c+i+y
2,3,2020-11-04,i+p+w
2,4,2020-01-06,x+n+u+v
2,7,2020-07-04,d+x+u+b+n+j+s
2,5,2020-11-18,i+i+g+k+l
3,10,2020-06-29,k+e+t+t+q+b+i+o+a+e
3,9,2020-01-22,n+k+o+n+f+k+y+m+c
2,5,2020-10-20,n+i+s+q+v
2,6,2020-03-23,k+y+t+o+s+c
2,3,2020-01-01,k+n+l
2,7,2020-10-28,t+w+u+x+a+l+h
1,1,2020-05-28,t
2,7,2020-04-08,c+f+u+c+d+j+v
2,4,2020-02-11,q+i+r+q
2,4,2020-11-26,b+x+m+v
2,5,2020-08-18,d+q+m+h+c
2,2,2020-03-31,s+y
1,1,2020-01-23,d
2,4,2020-09-20,h+l+w+j
